title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,room,day,start_time,end_time
Management and Organizational Behavior,MG4006,MSP-1A,Mr. Saqib Bhatti,3.0,MS,SPM,MG,Core,False,CS-2,Wednesday,17:30,20:20
Theory of Automata,CS3005,BCS-5A,Ms. Sobia Tariq,3.0,BS,CS,CS,Core,False,CS-3,Wednesday,08:30,09:50
Theory of Automata,CS3005,BCS-5B,Ms. Sobia Tariq,3.0,BS,CS,CS,Core,False,CS-3,Wednesday,10:00,11:20
Database Systems,CS2005,BCS-5A,Mr. M. Ishaq Raza,3.0,BS,CS,CS,Core,True,CS-3,Wednesday,11:30,12:50
Theory of Automata,CS3005,BCS-5E,Mr. Fraz Yousaf,3.0,BS,CS,CS,Core,False,CS-3,Wednesday,13:00,14:20
Database Systems,CS2005,BCS-5B,Mr. M. Ishaq Raza,3.0,BS,CS,CS,Core,True,CS-3,Wednesday,14:30,15:50
Compiler Construction,CS4031,BCS-7A,Dr. Faisal Aslam,3.0,BS,CS,CS,Elective,False,CS-3,Wednesday,16:00,17:20
Compiler Construction,CS4031,BCS-7B,Dr. Faisal Aslam,3.0,BS,CS,CS,Elective,False,CS-3,Wednesday,17:30,18:50
Comp. Organization and Assembly Lang,EE2003,BCS-3B,Ms. Samin Iftikhar,3.0,BS,CS,CS,Core,False,CS-4,Wednesday,08:30,09:50
Comp. Organization and Assembly Lang,EE2003,BCS-3D,Ms. Aleena Ahmad,3.0,BS,CS,CS,Core,False,CS-4,Wednesday,10:00,11:20
Comp. Organization and Assembly Lang,EE2003,BCS-3E,Ms. Aleena Ahmad,3.0,BS,CS,CS,Core,False,CS-4,Wednesday,11:30,12:50
Comp. Organization and Assembly Lang,EE2003,BCS-3C,Ms. Samin Iftikhar,3.0,BS,CS,CS,Core,False,CS-4,Wednesday,13:00,14:20
Comp. Organization and Assembly Lang,EE2003,BCS-3F,Ms. Aleena Ahmad,3.0,BS,CS,CS,Core,False,CS-4,Wednesday,14:30,15:50
Technical and Business Writing,SS2007,BSE-5A,,3.0,BS,SE,HSS,Core,False,CS-4,Wednesday,17:30,18:50
Discrete Structures,CS1005,BCS-3G,Dr. Uzma Bashir,3.0,BS,CS,CS,Core,False,CS-5,Wednesday,08:30,09:50
Information Security,CS3002,BCS-7C,Dr. Rana Asif Rehman,3.0,BS,CS,CS,Core,False,CS-5,Wednesday,10:00,11:20
Programming Fundamentals,CS1002,BCS-1C,Mr. Uzair Naqvi,3.0,BS,CS,CS,Core,False,CS-5,Wednesday,11:30,12:50
Artificial Intelligence,AI2002,BCS-7A,Dr. Hajra Waheed,3.0,BS,CS,CS,Core,True,CS-5,Wednesday,13:00,14:20
Software Design and Analysis,CS3004,BCS-5L,Ms. Mehroze Khan,3.0,BS,CS,CS,Core,False,CS-5,Wednesday,14:30,15:50
Calculus and Analytical Geometry,MT1003,BDS-1C,VF,3.0,BS,DS,HSS,Core,False,CS-5,Wednesday,16:00,17:20
Data Warehousing and Business Intelligence,DS3003,BDS-5C,,3.0,BS,DS,DS,Core,False,CS-5,Wednesday,17:30,18:50
Medical Image Processing,CS6007,MCS-1A,Dr. Asma Naseer,3.0,MS,CS,CS,Elective,False,CS-6,Wednesday,08:30,09:50
Advanced Theory of Computation,CS5005,MCS-1A,Dr. Khawaja Fahad,3.0,MS,CS,CS,Core,False,CS-6,Wednesday,10:00,12:50
Brand Management,MG3013,BSE-3A,Mr. Saquib Bhatti,3.0,BS,SE,MG,Elective,False,CS-6,Wednesday,13:00,14:20
Fundamentals of Big Data Analytics,DS2004,BDS-5A,Ms. Mamoona Akbar,3.0,BS,DS,DS,Core,True,CS-6,Wednesday,14:30,15:50
Numerical Computing,CS2008,BCS-5E,Ms. Iqra Yaqoot,3.0,BS,CS,CS,Core,False,CS-6,Wednesday,16:00,17:20
Object Oriented Programming,CS1004,BSR-3A,,3.0,BS,R,CS,Core,True,CS-6,Wednesday,17:30,18:50
Computer Speech Processing,CS5058,MDS-3A,Dr. Maryam Bashir,3.0,MS,DS,DS,Elective,False,CS-7,Wednesday,08:30,11:20
Applied Artificial Intelligence,AI4007,BSE-7A,Dr. Kashif Zafar,3.0,BS,SE,CS,Core,False,CS-7,Wednesday,11:30,12:50
Programming Fundamentals,CS1002,BSE-1C,Ms. Anosha Khan,3.0,BS,SE,CS,Core,False,CS-7,Wednesday,13:00,14:20
Programming Fundamentals,CS1002,BSE-1B,Ms. Anosha Khan,3.0,BS,SE,CS,Core,False,CS-7,Wednesday,14:30,15:50
Numerical Computing,CS2008,BCS-5F,Ms. Iqra Yaqoot,3.0,BS,CS,CS,Core,False,CS-7,Wednesday,16:00,17:20
Technical and Business Writing,SS2007,BDS-5A,Ms. Nayyab Mufti,3.0,BS,DS,HSS,Core,False,CS-9,Wednesday,08:30,09:50
Comp. Organization and Assembly Lang,EE2003,BDS-3B,Ms. Sana Fatima,3.0,BS,DS,CS,Core,False,CS-9,Wednesday,10:00,11:20
Comp. Organization and Assembly Lang,EE2003,BDS-3A,Ms. Sana Fatima,3.0,BS,DS,CS,Core,False,CS-9,Wednesday,11:30,12:50
Software Design and Analysis,CS3004,BCS-5H,Mr. Aamir Raheem,3.0,BS,CS,CS,Core,False,CS-9,Wednesday,13:00,14:20
Software Requirements Engineering,SE2001,BSE-3B,Dr. Zeeshan Ali Rana,3.0,BS,SE,CS,Core,False,CS-9,Wednesday,14:30,15:50
Calculus and Analytical Geometry,MT1003,BSE-1C,VF,3.0,BS,SE,HSS,Core,False,CS-9,Wednesday,16:00,17:20
Computer Networks,CS3001,BCS-5H,Dr. Zeeshan Ali Khan,3.0,BS,CS,CS,Core,False,CS-10,Wednesday,08:30,09:50
Data Structures,CS2001,BCS-3C,Dr. Saira Karim,3.0,BS,CS,CS,Core,False,CS-10,Wednesday,10:00,11:20
Data Structures,CS2001,BCS-3D,Dr. Saira Karim,3.0,BS,CS,CS,Core,False,CS-10,Wednesday,11:30,12:50
Data Structures,CS2001,BSE-3C,Mr. Uzair Naqvi,3.0,BS,SE,CS,Core,False,CS-10,Wednesday,13:00,14:20
Web Programming,CS4032,BCS-7B,Mr. Saifullah Tanvir,3.0,BS,CS,CS,Elective,False,CS-10,Wednesday,14:30,15:50
Numerical Computing,CS2008,BCS-5J,Dr. Nazish Iftikhar,3.0,BS,CS,CS,Core,False,CS-10,Wednesday,16:00,17:20
Computer Networks,CS3001,BSR-5A,Dr. Muhammad Irteza,3.0,BS,R,CS,Core,False,CS-11,Wednesday,08:30,09:50
Design and Analysis of Algorithms,CS2009,BSR-5A,Mr. Usama Hassan,3.0,BS,R,CS,Core,True,CS-11,Wednesday,10:00,11:20
Design and Analysis of Algorithms,CS2009,BDS-5C,Mr. Usama Hassan,3.0,BS,DS,CS,Core,False,CS-11,Wednesday,11:30,12:50
Programming Fundamentals,CS1002,BSE-1A,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,CS-11,Wednesday,13:00,14:20
Information Security,CS3002,BCS-7A,Dr. Haroon Mahmood,3.0,BS,CS,CS,Core,False,CS-11,Wednesday,14:30,15:50
Probability and Statistics,MT2005,BCS-5A,,3.0,BS,CS,HSS,Core,True,CS-11,Wednesday,16:00,17:20
Software Requirements Engineering,SE2001,BSE-3A,Dr. Zeeshan Ali Rana,3.0,BS,SE,CS,Core,False,CS-11,Wednesday,17:30,18:50
Technical and Business Writing,SS2007,BDS-5B,Ms. Naima Chauhdary,3.0,BS,DS,HSS,Core,False,CS-15,Wednesday,08:30,09:50
Programming Fundamentals,CS1002,BCS-1J,Mr. Saifullah Tanvir,3.0,BS,CS,CS,Core,False,CS-15,Wednesday,10:00,11:20
Professional Practices,CS4001,BCS-7E,Ms. Mehwish Mumtaz,3.0,BS,CS,CS,Core,False,CS-15,Wednesday,11:30,12:50
Data Analysis and Visualization,DS3001,BDS-5D,Umme Ammara,3.0,BS,DS,DS,Core,False,CS-15,Wednesday,13:00,14:20
Linear Algebra,MT1004,BCS-3G,Dr. Muhammad Nasir,3.0,BS,CS,HSS,Core,False,CS-15,Wednesday,14:30,15:50
Linear Algebra,MT1004,BCS-3J,Ms. Sarah Asghar,3.0,BS,CS,HSS,Core,False,CS-15,Wednesday,16:00,17:20
Software Construction Development,SE3001,BSE-5B,,3.0,BS,SE,SE,Core,False,CS-15,Wednesday,17:30,18:50
Software Design and Analysis,CS3004,BCS-5B,Dr. Ali Afzal Malik,3.0,BS,CS,CS,Core,False,CS-16,Wednesday,08:30,09:50
Calculus and Analytical Geometry,MT1003,BSE-1A,Ms. Aisha Rashid,3.0,BS,SE,HSS,Core,False,CS-16,Wednesday,10:00,11:20
Fundamental of Computer Vision,CS4059,BCS-7A,Dr. Asif Gilani,3.0,BS,CS,CS,Elective,False,CS-16,Wednesday,11:30,12:50
Applied Physics,NS1001,BCS-1F,Ms. Mehwish Qutab,3.0,BS,CS,NS,Core,False,CS-16,Wednesday,13:00,14:20
Probability and Statistics,MT2005,BSE-3C,Mr. Qasim Noor Hussain,3.0,BS,SE,HSS,Core,False,CS-16,Wednesday,14:30,15:50
Entrepreneurship,MG4011,BCS-3B,Dr. Shahrman Khattak,3.0,BS,CS,MG,Elective,False,CS-16,Wednesday,16:00,17:20
Entrepreneurship,MG4011,BCS-3A,Dr. Shahrman Khattak,3.0,BS,CS,MG,Elective,False,CS-16,Wednesday,17:30,18:50
Operating Systems,CS2006,BCS-5C,Ms. Namra Absar,3.0,BS,CS,CS,Core,True,Lib,Wednesday,08:30,09:50
Technical and Business Writing,SS2007,BCS-5F,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,Lib,Wednesday,10:00,11:20
Applied Physics,NS1001,BCS-1E,Ms. Mehwish Qutab,3.0,BS,CS,NS,Core,False,Lib,Wednesday,11:30,12:50
Discrete Structures,CS1005,BCS-3A,,3.0,BS,CS,CS,Core,False,Lib,Wednesday,13:00,14:20
Numerical Computing,CS2008,BCS-5G,Mr. Waqar Azeem,3.0,BS,CS,CS,Core,False,Lib,Wednesday,14:30,15:50
Professional Practices,CS4001,BCS-7D,Dr. Amjad Hussain,3.0,BS,CS,CS,Core,False,Lib,Wednesday,16:00,17:20
Professional Practices,CS4001,BCS-7C,Dr. Amjad Hussain,3.0,BS,CS,CS,Core,False,Lib,Wednesday,17:30,18:50
Calculus and Analytical Geometry,MT1003,BCS-1A,Mr. Muhammad Saleem Chishti,3.0,BS,CS,HSS,Core,False,E&M-1,Wednesday,08:30,09:50
Discrete Structures,CS1005,BSR-3A,Ms. Ayesha Razzaq,3.0,BS,R,CS,Core,False,E&M-1,Wednesday,10:00,11:20
Technical and Business Writing,SS2007,BDS-5D,Ms.Uzma Safdar,3.0,BS,DS,HSS,Core,False,E&M-1,Wednesday,11:30,12:50
Applied Physics,NS1001,BCS-1G,Ms. Hufsa Attique,3.0,BS,CS,NS,Core,False,E&M-1,Wednesday,13:00,14:20
Calculus and Analytical Geometry,MT1003,BCS-1C,Mr. Muhammad Rizwan,3.0,BS,CS,HSS,Core,False,E&M-1,Wednesday,14:30,15:50
Calculus and Analytical Geometry,MT1003,BCS-1D,Mr. Muhammad Rizwan,3.0,BS,CS,HSS,Core,False,E&M-1,Wednesday,16:00,17:20
Professional Practices,CS4001,BDS-7A,Ms. Samman Ashraf,3.0,BS,DS,CS,Core,False,E&M-1,Wednesday,17:30,18:50
Calculus and Analytical Geometry,MT1003,BCS-1E,VF,3.0,BS,CS,HSS,Core,False,E&M-2,Wednesday,08:30,09:50
Comp. Organization and Assembly Lang,EE2003,BCS-3J,Mr. Salman Shoaib,3.0,BS,CS,CS,Core,False,E&M-2,Wednesday,10:00,11:20
Design and Analysis of Algorithms,CS2009,BCS-5C,Ms. Abeeda Akram,3.0,BS,CS,CS,Core,True,E&M-2,Wednesday,11:30,12:50
Applied Physics,NS1001,BCS-1J,Mr. Faizan Saleem,3.0,BS,CS,NS,Core,False,E&M-2,Wednesday,13:00,14:20
Operations Research,MT4031,BSE-5C,Mr. Amjad Ali,3.0,BS,SE,HSS,Supporting Elective,False,E&M-2,Wednesday,14:30,15:50
Theory of Automata,CS3005,BCS-5H,Mr. Hamadul Qudus,3.0,BS,CS,CS,Core,False,E&M-2,Wednesday,16:00,17:20
Parallel and Distributed Computing,CS3006,BCS-9A,,3.0,BS,CS,CS,Core,False,E&M-2,Wednesday,17:30,18:50
Calculus and Analytical Geometry,MT1003,BCS-1G,Mr. Tasaduque Hussain Shah,3.0,BS,CS,HSS,Core,False,E&M-3,Wednesday,08:30,09:50
Software Design and Analysis,CS3004,BCS-5A,Dr. Ali Afzal Malik,3.0,BS,CS,CS,Core,False,E&M-3,Wednesday,10:00,11:20
Functional English,SS1012,BCS-1H,Ms. Iqra Rafiq,2.0,BS,CS,HSS,Core,False,E&M-3,Wednesday,11:30,13:20
Numerical Computing,CS2008,BCS-5K,Dr. Nazish Iftikhar,3.0,BS,CS,CS,Core,False,E&M-3,Wednesday,14:30,15:50
Professional Practices,CS4001,BCS-7B,Mr. Waqas Manzoor,3.0,BS,CS,CS,Core,False,E&M-3,Wednesday,16:00,17:20
Computer Networks,CS3001,BCS-5B,Mr. Danyal Farhat,3.0,BS,CS,CS,Core,False,E&M-4,Wednesday,11:30,12:50
Applied Physics,NS1001,BCS-1B,Mr. Shehroz Rafi,3.0,BS,CS,NS,Core,False,E&M-4,Wednesday,13:00,14:20
Applied Physics,NS1001,BCS-1A,Mr. Shehroz Rafi,3.0,BS,CS,NS,Core,False,E&M-4,Wednesday,14:30,15:50
Linear Algebra,MT1004,BSR-3B,VF,3.0,BS,R,HSS,Core,False,E&M-4,Wednesday,16:00,17:20
Discrete Structures,CS1005,BCS-3C,Dr. Saeeda Zia,3.0,BS,CS,CS,Core,False,E&M-5,Wednesday,08:30,09:50
Software Design and Analysis,CS3004,BSR-5A,Mr. Zeeshan Nazar,3.0,BS,R,CS,Core,False,E&M-5,Wednesday,10:00,11:20
Discrete Structures,CS1005,BCS-3B,Dr. Saeeda Zia,3.0,BS,CS,CS,Core,False,E&M-5,Wednesday,11:30,12:50
Applied Physics,NS1001,BDS-1C,Ms. Arfa Hassan,3.0,BS,DS,NS,Core,False,E&M-5,Wednesday,13:00,14:20
Discrete Structures,CS1005,BCS-3J,Dr. Misbah Irshad,3.0,BS,CS,CS,Core,False,E&M-5,Wednesday,14:30,15:50
International Relations,SS2039,BCS-3A,Dr.Tahir Rashid,3.0,BS,CS,HSS,Elective,False,E&M-5,Wednesday,16:00,17:20
Calculus and Analytical Geometry,MT1003,BCS-1J,Ms. Mahnoor Badar,3.0,BS,CS,HSS,Core,False,E&M-11,Wednesday,08:30,09:50
Software Design and Analysis,CS3004,BCS-5C,Ms. Lehmia Kiran,3.0,BS,CS,CS,Core,False,E&M-11,Wednesday,10:00,11:20
Computer Networks,CS3001,BCS-5E,Dr. Arshad Ali,3.0,BS,CS,CS,Core,False,E&M-11,Wednesday,11:30,12:50
Applied Physics,NS1001,BDS-1A,Ms. Nida Raees,3.0,BS,DS,NS,Core,False,E&M-11,Wednesday,13:00,14:20
Applied Physics,NS1001,BCS-1H,Ms. Hufsa Attique,3.0,BS,CS,NS,Core,False,E&M-11,Wednesday,14:30,15:50
Probability and Statistics,MT2005,BDS-3C,Ms. Kanwal Saleem,3.0,BS,DS,HSS,Core,False,E&M-11,Wednesday,16:00,17:20
Technical and Business Writing,SS2007,BCS-5D,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,CE-1,Wednesday,08:30,09:50
Computer Networks,CS3001,BSE-7A,Dr. Muhammad Irteza,3.0,BS,SE,CS,Core,True,CE-1,Wednesday,10:00,11:20
Computer Networks,CS3001,BCS-5L,Mr. Ahmad Raza,3.0,BS,CS,CS,Core,False,CE-1,Wednesday,11:30,12:50
Applied Physics,NS1001,BDS-1B,Ms. Iqra,3.0,BS,DS,NS,Core,False,CE-1,Wednesday,13:00,14:20
Functional English,SS1012,BDS-1A,Dr. Zahida Mansoor,2.0,BS,DS,HSS,Core,False,CE-1,Wednesday,14:30,16:20
Introduction to Public Policy,SS4003,BSE-3A,,3.0,BS,SE,SS,Elective,False,CE-2,Wednesday,08:30,09:50
Discrete Structures,CS1005,BCS-3F,Dr. Uzma Bashir,3.0,BS,CS,CS,Core,False,CE-2,Wednesday,10:00,11:20
Comp. Organization and Assembly Lang,EE2003,BCS-3G,Ms. Atira Anum,3.0,BS,CS,CS,Core,False,CE-2,Wednesday,11:30,12:50
Comp. Organization and Assembly Lang,EE2003,BCS-3H,Ms. Atira Anum,3.0,BS,CS,CS,Core,False,CE-2,Wednesday,13:00,14:20
Information Security,CS3002,BCS-7D,Dr. Ammar Haider,3.0,BS,CS,CS,Core,False,CE-2,Wednesday,14:30,15:50
Linear Algebra,MT1004,BSR-3A,VF,3.0,BS,R,HSS,Core,False,CE-2,Wednesday,16:00,17:20
Software Quality Engineering,SE3002,BSE-5C,,3.0,BS,SE,SE,Core,False,CE-3,Wednesday,08:30,09:50
Design and Analysis of Algorithms,CS2009,BCS-5D,Ms. Abeeda Akram,3.0,BS,CS,CS,Core,True,CE-3,Wednesday,10:00,11:20
Data Structures,CS2001,BCS-3F,Ms. Arooj Khalil,3.0,BS,CS,CS,Core,False,CE-3,Wednesday,11:30,12:50
Data Structures,CS2001,BCS-3E,Ms. Arooj Khalil,3.0,BS,CS,CS,Core,False,CE-3,Wednesday,13:00,14:20
Applied Physics,NS1001,BCS-1K,Mr. Faizan Saleem,3.0,BS,CS,NS,Core,False,CE-3,Wednesday,14:30,15:50
Computer Networks,CS3001,BDS-7B,Ms. Umme Ammara,3.0,BS,DS,CS,Core,False,CE-3,Wednesday,16:00,17:20
Technical and Business Writing,SS2007,BCS-5G,Ms.Irum Zahoor,3.0,BS,CS,HSS,Core,False,CS-1,Wednesday,08:30,09:50
Operations Research,MT4031,BSE-5A,Dr. Hakeem Ur Rehman,3.0,BS,SE,HSS,Supporting Elective,False,CS-1,Wednesday,10:00,11:20
Comp. Organization and Assembly Lang.,EE2003,BSR-3B,Mr. Salman Shoaib,3.0,BS,R,CS,Core,False,CS-1,Wednesday,11:30,12:50
Numerical Computing,CS2008,BSR-5A,Ms. Samia Mahmood,1.0,BS,R,CS,Core,False,CS-1,Wednesday,13:00,14:20
Foreign Policy of Pakistan,SS4002,BCS-3A,Dr.Tahir Rashid,3.0,BS,CS,HSS,Elective,False,CS-1,Wednesday,14:30,15:50
Comp. Organization and Assembly Lang.,EE2003,BSR-3A,Ms. Sana Fatima,3.0,BS,R,CS,Core,False,CS-1,Wednesday,16:00,17:20
Calculus and Analytical Geometry,MT1003,BSE-1B,Ms. Aisha Rashid,3.0,BS,SE,HSS,Core,False,CS-8,Wednesday,08:30,09:50
Introduction to Data Science,DS2001,BDS-3C,Dr. Asma Ahmad,3.0,BS,DS,DS,Core,False,CS-8,Wednesday,10:00,11:20
Introduction to Data Science,DS2001,BDS-3B,Dr. Asma Ahmad,3.0,BS,DS,DS,Core,False,CS-8,Wednesday,11:30,12:50
Discrete Structures,CS1005,BSR-3B,,3.0,BS,R,CS,Core,False,CS-8,Wednesday,13:00,14:20
Calculus and Analytical Geometry,MT1003,BDS-1B,VF,3.0,BS,DS,HSS,Core,False,CS-8,Wednesday,14:30,15:50
Discrete Structures,CS1005,BDS-3C,,3.0,BS,DS,CS,Core,False,E&M-16,Wednesday,08:30,09:50
Data Analysis and Visualization,DS3001,BDS-5A,Umme Ammara,3.0,BS,DS,DS,Core,False,E&M-16,Wednesday,10:00,11:20
Information Security,CS3002,BCS-7B,Dr. Haroon Mahmood,3.0,BS,CS,CS,Core,False,E&M-16,Wednesday,11:30,12:50
Theory of Automata,CS3005,BCS-5L,Dr. Tahir Ejaz,3.0,BS,CS,CS,Core,False,E&M-16,Wednesday,13:00,14:20
Linear Algebra,MT1004,BCS-3H,Ms. Sarah Asghar,3.0,BS,CS,HSS,Core,False,E&M-16,Wednesday,14:30,15:50
Professional Practices,CS4001,BSE-7A,Mr. Zummar Saad,3.0,BS,SE,CS,Core,False,E&M-16,Wednesday,16:00,17:20
Functional English Lab,SL1012,BSE-1A1,,1.0,BS,SE,HSS,Core,False,English Lab-1,Wednesday,08:30,09:50
Functional English Lab,SL1012,BCS-1A1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Wednesday,10:00,11:20
Functional English Lab,SL1012,BCS-1D1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1C1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Wednesday,13:00,14:20
Functional English Lab,SL1012,BCS-1G1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Wednesday,14:30,15:50
Communication and Presentation Skill Lab,SS2007,BSR-5A1,,1.0,BS,R,HSS,Core,False,English Lab-1,Wednesday,16:00,17:20
Functional English Lab,SL1012,BSE-1A2,,1.0,BS,SE,HSS,Core,False,English Lab-2,Wednesday,08:30,09:50
Functional English Lab,SL1012,BCS-1A2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Wednesday,10:00,11:20
Functional English Lab,SL1012,BCS-1D2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1C2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Wednesday,13:00,14:20
Functional English Lab,SL1012,BCS-1G2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Wednesday,14:30,15:50
Communication and Presentation Skill Lab,SS2007,BSR-5A2,,1.0,BS,R,HSS,Core,False,English Lab-2,Wednesday,16:00,17:20
Functional English Lab,SL1012,BDS-1C1,,1.0,BS,DS,HSS,Core,False,English Lab-3,Wednesday,08:30,09:50
Functional English Lab,SL1012,BCS-1E1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Wednesday,10:00,11:20
Functional English Lab,SL1012,BSE-1B1,,1.0,BS,SE,HSS,Core,False,English Lab-3,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1J1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Wednesday,14:30,15:50
Functional English Lab,SL1012,BDS-1C2,,1.0,BS,DS,HSS,Core,False,English Lab-4,Wednesday,08:30,09:50
Functional English Lab,SL1012,BCS-1E2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Wednesday,10:00,11:20
Functional English Lab,SL1012,BSE-1B2,,1.0,BS,SE,HSS,Core,False,English Lab-4,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1J2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Wednesday,14:30,15:50
Programming Fundamental Lab,CL1002,BCS-1D1,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Wednesday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1D2,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Wednesday,08:30,11:20
Data Warehousing and Business Intelligence,DS3003,BDS-5B,,3.0,BS,DS,DS,Core,False,Lab(CS-1),Wednesday,11:30,12:50
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3A1,,1.0,BS,DS,CS,Core,False,Lab(CS-2A),Wednesday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3A2,,1.0,BS,DS,CS,Core,False,Lab(CS-2A),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5D1,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Wednesday,14:30,17:20
Computer Networks Lab,CL3001,BCS-5D2,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Wednesday,14:30,17:20
Operating Systems Lab,CS2006,BDS-5C1,,1.0,BS,DS,CS,Core,True,Lab(CS-2B),Wednesday,14:30,17:20
Operating Systems Lab,CS2006,BDS-5C2,,1.0,BS,DS,CS,Core,True,Lab(CS-2B),Wednesday,14:30,17:20
Intro. to Info and Comm. Technologies,CL1001,BSE-1C,Ms. Mamoona Majid,1.0,BS,SE,CS,Core,False,Lab(CS-3),Wednesday,08:30,11:20
Operating Systems Lab,CS2006,BDS-5A1,,1.0,BS,DS,CS,Core,True,Lab(CS-3),Wednesday,11:30,14:20
Operating Systems Lab,CS2006,BDS-5A2,,1.0,BS,DS,CS,Core,True,Lab(CS-3),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5K1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5K2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5F1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5F2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5G1,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5G2,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Wednesday,11:30,14:20
Programming Fundamental Lab,CL1002,BCS-1C1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1C2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5J1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5J2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,11:30,14:20
Programming Fundamental Lab,CL1002,BSE-1A1,,1.0,BS,SE,CS,Core,False,Lab(CS-9),Wednesday,14:30,17:20
Programming Fundamental Lab,CL1002,BSE-1A2,,1.0,BS,SE,CS,Core,False,Lab(CS-9),Wednesday,14:30,17:20
Discrete Structures,CS1005,BCS-3D,Dr. Shazia Javaid,3.0,BS,CS,CS,Core,False,Seminar Hall,Thursday,08:30,09:50
Linear Algebra,MT1004,BCS-3D,Dr. Mazhar Hussain,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,10:00,11:20
Linear Algebra,MT1004,BCS-3A,Dr. Akhlaq Ahmad Bhatti,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,11:30,12:50
Numerical Computing,CS2008,BCS-5L,Dr. Iffat Fayyaz,3.0,BS,CS,CS,Core,False,Seminar Hall,Thursday,13:00,14:20
Linear Algebra,MT1004,BCS-3B,Dr. Akhlaq Ahmad Bhatti,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,14:30,15:50
Technical and Business Writing,SS2007,BSE-5C,,3.0,BS,SE,HSS,Core,False,Seminar Hall,Thursday,16:00,17:20
Computer Networks,CS3001,BDS-7A,Dr. Muhammad Irteza,3.0,BS,DS,CS,Core,False,CS-2,Thursday,08:30,09:50
Deep Learning,DS5006,MCS-1A,Dr. Saira Karim,3.0,MS,CS,CS,Elective,False,CS-2,Thursday,10:00,12:50
Software Design and Analysis,CS3004,BCS-5F,Ms. Mehroze Khan,3.0,BS,CS,CS,Core,False,CS-2,Thursday,13:00,14:20
Web Programming,CS4032,BCS-7A,Mr. Waqas Manzoor,3.0,BS,CS,CS,Elective,False,CS-2,Thursday,16:00,17:20
Parallel and Distributed Computing,CS3006,BDS-7A,Mr. Danyal Farhat,3.0,BS,DS,CS,Core,True,CS-2,Thursday,17:30,18:50
Technical and Business Writing,SS2007,BCS-5E,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,CS-3,Thursday,08:30,09:50
Numerical Computing,CS2008,BCS-5D,Dr. Syed Tauseef Saeed,3.0,BS,CS,CS,Core,False,CS-3,Thursday,10:00,11:20
Data Warehousing and Data Mining,CS4058,BCS-7A,Mr. M. Ishaq Raza,3.0,BS,CS,CS,Elective,False,CS-3,Thursday,11:30,12:50
